gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 20.0.0.2
gem5 compiled Sep 14 2020 15:06:02
gem5 started Sep 14 2020 15:19:30
gem5 executing on nanocad-server-testbed, pid 5439
command line: x86o --debug-flags=CoherentXBar simple.py

Global frequency set at 1000000000000 ticks per second
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be000:be03f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be000:be03f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be040:be07f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be040:be07f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be080:be0bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be080:be0bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be0c0:be0ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be0c0:be0ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be100:be13f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be100:be13f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be140:be17f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be140:be17f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be180:be1bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be180:be1bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be1c0:be1ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be1c0:be1ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be200:be23f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be200:be23f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be240:be27f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be240:be27f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be280:be2bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be280:be2bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be2c0:be2ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be2c0:be2ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be300:be33f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be300:be33f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be340:be37f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be340:be37f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be380:be3bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be380:be3bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be3c0:be3ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be3c0:be3ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be400:be43f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be400:be43f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be440:be47f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be440:be47f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be480:be4bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be480:be4bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be4c0:be4ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be4c0:be4ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be500:be53f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be500:be53f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be540:be57f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be540:be57f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be580:be5bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be580:be5bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be5c0:be5ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be5c0:be5ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be600:be63f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be600:be63f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be640:be67f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be640:be67f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be680:be6bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be680:be6bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be6c0:be6ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be6c0:be6ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be700:be73f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be700:be73f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be740:be77f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be740:be77f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be780:be7bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be780:be7bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be7c0:be7ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be7c0:be7ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be800:be83f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be800:be83f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be840:be87f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be840:be87f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be880:be8bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be880:be8bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be8c0:be8ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be8c0:be8ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be900:be93f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be900:be93f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be940:be97f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be940:be97f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be980:be9bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be980:be9bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [be9c0:be9ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [be9c0:be9ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bea00:bea3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bea00:bea3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bea40:bea7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bea40:bea7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bea80:beabf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bea80:beabf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [beac0:beaff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [beac0:beaff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [beb00:beb3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [beb00:beb3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [beb40:beb7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [beb40:beb7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [beb80:bebbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [beb80:bebbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bebc0:bebff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bebc0:bebff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bec00:bec3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bec00:bec3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bec40:bec7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bec40:bec7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bec80:becbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bec80:becbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [becc0:becff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [becc0:becff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bed00:bed3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bed00:bed3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bed40:bed7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bed40:bed7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bed80:bedbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bed80:bedbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bedc0:bedff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bedc0:bedff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bee00:bee3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bee00:bee3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bee40:bee7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bee40:bee7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bee80:beebf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bee80:beebf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [beec0:beeff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [beec0:beeff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bef00:bef3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bef00:bef3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bef40:bef7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bef40:bef7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bef80:befbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bef80:befbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [befc0:befff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [befc0:befff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf000:bf03f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf000:bf03f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf040:bf07f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf040:bf07f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf080:bf0bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf080:bf0bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf0c0:bf0ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf0c0:bf0ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf100:bf13f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf100:bf13f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf140:bf17f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf140:bf17f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf180:bf1bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf180:bf1bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf1c0:bf1ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf1c0:bf1ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf200:bf23f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf200:bf23f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf240:bf27f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf240:bf27f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf280:bf2bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf280:bf2bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf2c0:bf2ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf2c0:bf2ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf300:bf33f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf300:bf33f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf340:bf37f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf340:bf37f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf380:bf3bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf380:bf3bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf3c0:bf3ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf3c0:bf3ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf400:bf43f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf400:bf43f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf440:bf47f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf440:bf47f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf480:bf4bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf480:bf4bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf4c0:bf4ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf4c0:bf4ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf500:bf53f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf500:bf53f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf540:bf57f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf540:bf57f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf580:bf5bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf580:bf5bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [bf5c0:bf5ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [bf5c0:bf5ff]
